YEAR,ID,MARITAL,AGE,EDUC,DEGREE,SEX,RACE,RACECEN1,RACECEN2,RACECEN3,COHORT,ZODIAC,DIVORCE,WIDOWED,SIBS,CHILDS,AGEKDBRN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,HHTYPE1,PRESTG80,SPPRES80,INCOME06,RINCOM06,SATFIN,WRKSTAT,HRS1,WRKSLF,PARTFULL,SPWRKSTA,SPHRS1,DWELOWN,SEI,SPSEI,MASEI,PASEI,HAPMAR,EVSTRAY,DIVLAW,AGED,SPANKING,ABANY,ABDEFCTW,ABDEFECT,ABHLTH,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,MARHOMO,HAPPY,FATALISM,HEALTH,LIFE,LETDIE1,OWNGUN,HUNT,NEWS,TVHOURS,GETAHEAD,RICHWORK,RACDIF1,RACDIF2,RACDIF3,RACDIF4,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,AFFRMACT,WRKWAYUP,WORKWHTS,WORKBLKS,INTLWHTS,INTLBLKS,DISCAFF,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,REBORN,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,NUMWOMEN,NUMMEN,SEXORNT,FECHLD,FEPRESCH,FEFAM,MEOVRWRK
2008,430,5,36,11,1,1,2,2,0,0,1972,11,7,7,3,7,17,4,1,1,0,2,0,15,24,0,16,11,1,1,86,1,1,0,-1,2,29.2,-1,33.6,29.2,0,7,1,0,1,0,0,0,1,0,0,0,1,4,3,0,2,1,7,1,4,1,3,1,1,1,0,0,0,0,7,4,0,0,0,0,0,0,0,1,1,2,1,0,1,1,7,4,2,1,3,4,4,3,0,0,2,0,0,1,60,1,5,1,1,2,1,1,1,4,1,1,1,0,7,2,3,10,18,3,2,3,2,2
2008,431,5,22,12,1,1,3,16,0,0,1986,11,7,7,3,0,0,5,1,0,1,5,0,11,27,0,19,17,2,2,26,2,2,0,-1,1,31.4,-1,-1,48.6,0,7,2,1,3,7,1,7,7,7,7,2,7,0,2,3,0,0,7,7,0,4,3,0,7,0,0,0,1,7,2,2,0,0,0,0,0,0,0,1,2,2,1,1,7,2,0,3,2,4,6,5,4,0,0,0,4,2,4,2,0,2,3,2,1,2,1,0,1,4,2,0,0,2,1,2,3,10,0,3,3,2,2,4
2008,432,5,33,12,1,1,2,2,0,0,1975,4,7,7,4,0,0,1,0,0,0,1,-1,4,42,0,18,18,2,1,20,2,1,0,-1,2,63.5,-1,78.5,63.5,0,7,2,1,2,7,4,7,7,7,7,2,7,0,2,4,0,0,7,7,0,1,1,0,9,1,0,0,1,7,3,3,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,4,2,4,4,4,4,0,0,0,1,2,3,1,14,1,3,2,1,5,0,0,1,4,2,0,0,2,1,3,3,998,998,3,2,3,4,2
2008,433,1,56,7,0,1,2,2,0,0,1952,9,0,0,7,7,18,2,0,0,0,2,0,1,20,20,16,15,2,4,-1,2,1,3,-1,2,21.2,21.2,29.1,29.2,1,0,1,1,2,7,1,7,7,7,7,2,7,0,1,1,0,0,8,7,0,1,12,0,9,1,0,1,0,7,0,7,1,1,1,1,1,3,1,1,1,1,0,1,7,2,0,1,1,4,5,3,4,0,1,3,0,0,0,1,22,3,1,1,8,1,0,1,1,4,3,0,0,1,0,1,4,998,0,3,2,3,2,2
2008,434,5,36,11,0,2,2,2,0,0,1972,9,7,7,1,0,0,1,0,0,0,1,-1,4,22,0,1,0,3,4,-1,2,0,0,-1,2,28.4,-1,22.6,-1,0,7,2,0,2,1,0,1,1,1,0,0,1,1,3,0,2,2,1,0,4,2,6,1,1,1,1,0,0,0,4,5,1,1,2,1,8,8,8,1,1,1,0,0,0,3,7,4,2,4,5,6,6,3,1,2,0,0,0,1,18,1,2,1,1,2,1,0,1,1,1,1,1,0,7,0,2,0,10,3,3,3,2,4
2008,435,5,31,6,0,2,2,2,3,0,1977,2,7,7,3,1,17,2,0,0,1,1,0,2,0,0,11,0,3,7,-1,0,0,0,-1,2,-1,-1,22.6,-1,0,7,3,3,2,7,4,7,7,7,7,4,7,0,3,3,0,0,1,7,0,4,4,0,7,1,0,1,1,7,3,2,8,8,1,1,3,8,1,8,1,8,0,8,7,3,1,4,3,4,4,3,3,0,3,1,0,0,0,1,18,1,7,3,1,3,0,0,1,4,2,0,0,2,1,99,9,999,999,2,2,4,8,8
2008,436,5,24,16,3,1,1,1,0,0,1984,3,7,7,1,0,0,1,0,0,0,1,-1,4,32,0,14,2,3,2,20,2,1,0,-1,1,38.9,-1,73.2,68.8,0,7,2,0,4,1,0,1,1,1,1,0,1,1,3,0,1,1,1,0,4,1,0,3,1,1,0,1,0,0,0,1,1,1,1,1,3,1,1,3,8,1,0,0,1,1,7,3,3,4,4,3,3,3,4,3,0,0,0,3,0,3,7,1,8,2,0,0,1,4,3,2,4,0,7,5,3,24,0,3,1,4,4,3
2008,437,1,53,19,4,1,1,1,4,0,1955,12,0,0,4,0,0,2,0,0,0,2,0,1,74,34,24,23,3,1,70,2,1,7,-1,1,84.2,37.7,31.4,-1,2,0,3,3,1,7,4,7,7,7,7,4,7,0,3,5,0,0,0,7,0,1,2,0,9,0,0,1,0,7,4,7,2,2,2,2,2,1,2,2,8,2,0,1,7,2,0,4,2,4,4,4,4,0,4,8,0,0,0,4,0,3,2,4,0,6,0,0,1,4,8,0,0,1,0,1,5,60,0,3,2,2,4,4
2008,438,5,35,16,3,1,1,1,0,0,1973,1,7,7,2,0,0,1,0,0,0,1,-1,4,33,0,23,23,1,1,50,2,1,0,-1,1,27.7,-1,74.1,29.8,0,7,3,0,1,1,0,1,1,1,1,0,1,4,1,0,1,1,1,0,4,3,2,1,1,1,0,1,0,0,5,4,1,1,2,1,3,3,2,2,2,1,0,1,1,3,7,2,4,4,4,4,4,3,4,2,0,0,0,3,0,3,0,2,0,6,0,0,1,4,3,1,4,0,7,3,3,30,0,3,2,3,4,2
2008,439,1,68,12,1,1,2,2,0,0,1940,6,0,0,12,5,35,2,0,0,0,2,0,1,22,27,16,0,3,2,17,2,1,1,45,2,22.7,31.4,50.7,25.9,2,1,1,0,2,8,0,1,1,1,1,0,1,2,2,0,1,1,1,0,4,3,1,1,1,0,1,0,1,1,0,2,8,1,1,1,3,3,1,2,2,8,0,1,1,2,7,4,1,4,7,4,4,2,4,1,0,0,0,1,20,2,5,1,8,1,1,1,1,4,2,1,4,0,7,1,3,4,0,3,1,1,3,1
2008,440,5,29,16,3,1,1,1,0,0,1979,3,7,7,2,0,0,2,0,0,0,2,1,6,32,0,23,18,2,1,40,2,1,0,-1,0,38.9,-1,32.4,48.6,0,7,0,3,0,0,4,1,1,0,0,1,1,1,2,4,1,2,7,0,4,0,-1,2,8,7,7,7,7,1,3,2,2,1,8,1,3,1,8,8,8,1,0,1,0,2,1,0,0,0,0,0,0,8,0,0,0,1,3,4,0,3,0,4,0,6,0,0,7,0,0,2,4,2,1,1,8,998,998,1,0,0,0,0
2008,441,5,30,12,1,1,1,1,6,0,1978,11,7,7,3,0,0,3,0,0,0,3,2,6,54,0,24,24,1,1,45,1,1,0,-1,1,49.6,-1,63.2,49.6,0,7,2,2,1,7,3,7,7,7,7,1,7,0,2,3,0,0,0,7,0,3,3,0,9,0,0,0,0,7,5,4,1,1,1,1,1,3,3,1,1,1,0,1,7,2,1,2,2,2,3,5,5,0,3,2,0,0,0,2,0,2,6,3,8,3,0,0,1,4,1,0,0,2,0,1,5,3,0,3,2,3,2,2
2008,442,1,31,20,4,2,3,5,0,0,1977,5,0,0,0,0,0,2,0,0,0,2,0,1,0,48,98,0,2,6,-1,0,2,1,45,1,-1,67,83.9,27.7,2,0,3,0,2,1,0,1,1,1,1,0,1,2,1,0,1,2,1,0,4,5,2,2,7,0,0,1,1,1,3,4,8,8,8,2,3,2,2,2,1,2,0,1,1,8,7,8,1,8,5,5,3,3,1,3,0,0,0,4,0,3,0,4,1,6,0,0,1,4,1,2,4,0,7,1,9,0,999,3,1,3,1,2
2008,443,3,68,16,3,2,1,1,0,0,1940,3,7,0,1,1,37,1,0,0,0,1,-1,4,64,0,98,0,2,5,-1,2,2,0,-1,0,78.5,-1,-1,-1,0,0,0,3,0,1,4,1,1,0,0,2,1,5,9,4,3,2,7,0,4,0,-1,3,7,7,7,7,7,0,5,4,2,1,1,1,2,2,2,2,1,2,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,2,4,1,50,3,7,1,1,2,0,0,7,0,0,2,4,1,0,1,2,0,2,3,0,0,0,0
2008,444,3,57,18,4,2,1,1,0,0,1951,9,7,0,2,3,31,2,0,0,0,2,-1,3,51,0,23,22,1,1,50,2,1,0,-1,1,69.7,-1,61.9,-1,0,1,1,0,2,8,0,1,1,1,1,0,1,1,1,0,1,1,1,0,4,1,0,1,0,8,0,8,0,1,1,3,1,8,2,8,3,2,1,8,1,1,0,1,0,3,7,3,1,4,4,4,4,2,3,3,0,0,0,10,0,3,8,9,1,1,8,1,0,4,1,1,4,0,7,0,0,0,5,3,1,3,4,2
2008,445,1,62,16,3,2,1,1,0,0,1946,3,0,0,5,4,25,2,0,0,0,2,0,1,51,65,25,20,1,3,-1,2,1,2,18,0,63.5,76.4,38.4,86,2,0,0,3,0,0,1,0,0,0,0,1,0,4,1,5,2,1,7,0,4,0,-1,1,1,7,7,7,7,0,6,6,1,1,1,1,1,2,2,2,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,2,7,1,1,2,0,0,7,0,0,1,4,1,0,1,4,0,2,3,0,0,0,0
2008,446,2,80,19,4,2,1,1,0,0,1928,6,0,7,1,2,23,1,0,0,0,1,-1,4,63,0,21,7,1,1,39,1,1,0,-1,0,75.9,-1,63.2,-1,0,1,0,2,0,1,4,1,1,1,1,4,1,1,2,4,2,1,7,0,4,0,-1,1,1,7,7,7,7,0,0,2,1,1,1,1,3,1,1,2,1,1,0,0,1,8,8,0,0,0,0,0,0,3,0,0,0,1,4,1,60,3,8,1,1,2,0,0,7,0,0,3,4,2,0,0,0,0,4,3,0,0,0,0
2008,447,5,21,13,1,1,2,2,0,0,1987,2,7,7,2,0,0,3,0,0,0,3,0,99,30,0,2,1,3,2,32,2,1,0,-1,2,28.8,-1,31.2,-1,0,7,1,0,1,0,0,1,1,1,0,0,1,5,2,0,1,2,1,0,4,3,5,1,1,1,0,1,0,1,1,3,1,1,1,1,3,8,1,2,1,2,0,0,1,1,7,1,2,3,6,4,5,2,1,1,0,0,0,2,0,2,2,2,1,1,0,0,1,4,1,1,1,0,7,3,5,7,0,3,1,3,3,2
2008,448,4,46,7,0,2,1,1,0,0,1962,1,7,0,16,3,25,7,1,1,2,3,3,13,24,0,10,10,3,1,40,2,1,0,-1,2,33.6,-1,-1,-1,0,0,1,0,1,0,0,1,1,0,0,0,0,8,3,0,4,2,0,0,4,5,4,1,1,1,1,1,1,1,9,4,2,2,2,2,8,2,2,8,2,8,0,1,1,1,7,1,1,6,3,5,4,1,1,1,0,0,0,2,0,2,0,2,0,5,0,0,1,1,1,1,8,0,7,0,0,0,2,3,1,2,1,2
2008,449,1,40,6,0,1,3,16,0,0,1968,2,0,0,10,6,20,6,2,0,0,4,3,11,36,40,10,10,2,1,60,2,1,7,-1,2,29.4,37.3,-1,37.3,1,0,2,0,1,0,0,1,1,0,0,0,1,3,1,0,2,1,0,0,4,1,2,1,1,1,1,1,1,1,3,5,1,1,2,1,3,1,1,2,1,2,0,1,1,3,7,8,1,1,4,7,7,2,1,1,0,0,0,2,0,2,5,3,8,1,1,1,1,4,1,1,1,0,7,0,0,1,0,3,2,2,1,1
2008,450,5,20,6,0,1,3,98,0,0,1988,8,7,7,4,0,0,6,0,0,0,6,5,8,29,0,10,3,3,2,32,2,2,0,-1,2,31.4,-1,-1,-1,0,7,2,1,1,7,1,7,7,7,7,2,7,0,3,5,0,0,1,7,0,2,3,0,7,1,1,1,1,7,4,5,8,1,1,1,3,8,1,8,1,3,0,1,7,2,0,1,5,1,7,7,1,0,1,4,0,0,0,1,60,1,8,1,1,1,1,1,1,1,1,0,0,1,0,0,1,998,0,9,3,2,4,1
2008,451,1,35,18,4,2,1,1,0,0,1973,10,0,0,2,1,33,3,1,0,0,2,0,11,74,72,22,0,1,2,15,2,2,1,43,1,79.9,93.3,73.2,67,2,0,3,0,4,1,0,1,1,1,1,0,1,2,2,0,2,2,0,0,4,1,0,1,1,0,0,1,0,1,0,2,1,1,2,2,3,1,2,3,1,2,0,0,1,8,7,3,4,4,4,4,4,3,3,4,0,0,0,4,0,3,0,4,0,6,0,0,1,8,1,2,4,0,7,1,2,0,3,3,3,3,3,5
2008,452,3,73,16,3,1,1,1,0,0,1935,7,7,0,5,4,26,1,0,0,0,1,-1,4,50,0,21,0,1,5,-1,2,0,0,-1,1,62.5,-1,-1,27.7,0,0,3,2,2,7,3,7,7,7,7,2,7,0,2,4,0,0,7,7,0,1,3,0,7,1,0,1,0,7,6,6,0,0,0,0,0,0,0,2,2,1,3,1,7,3,0,3,2,3,3,5,5,0,0,0,3,4,3,4,0,3,1,4,0,6,0,0,1,3,2,0,0,2,0,0,0,10,0,3,2,3,3,2
2008,453,1,51,18,3,2,1,1,0,0,1957,7,0,0,2,3,30,2,0,0,0,2,0,1,66,53,25,0,2,7,-1,2,0,1,40,0,80.3,79.8,38.4,55.1,2,0,0,1,0,1,4,1,1,1,1,4,1,2,3,5,2,1,7,0,4,0,-1,1,7,7,7,7,7,0,0,3,0,0,0,0,0,0,0,2,1,2,1,1,1,8,1,0,0,0,0,0,0,8,0,0,0,2,2,2,0,2,0,2,1,1,0,1,7,0,0,1,4,1,0,1,6,0,15,3,0,0,0,0
2008,454,1,60,16,3,1,1,1,0,0,1948,12,1,0,3,3,21,2,0,0,0,2,0,1,46,43,25,23,1,1,45,2,1,2,16,1,38.4,63.2,38.9,86.6,2,0,2,0,1,1,0,1,1,1,1,0,1,3,2,0,2,2,7,0,4,1,3,1,0,1,0,1,8,0,2,5,0,0,0,0,0,0,0,2,2,1,1,1,1,8,7,8,4,2,3,2,2,3,0,0,4,0,0,1,50,3,4,2,1,5,0,0,1,4,3,1,4,0,7,1,9,999,999,3,1,2,3,2
2008,455,1,58,12,1,2,1,1,0,0,1950,9,1,0,7,1,31,2,0,0,0,2,0,1,23,71,23,0,1,7,-1,2,0,1,60,1,29.6,87.9,-1,38.2,2,0,2,3,3,7,4,7,7,7,7,2,7,0,2,4,0,0,7,7,0,3,2,0,7,1,0,0,0,7,1,4,0,0,0,0,0,0,0,2,2,2,1,0,7,2,0,3,2,5,4,5,5,0,0,0,1,2,3,4,0,3,0,4,1,1,0,0,1,3,2,0,0,2,0,1,3,0,2,3,2,3,3,4
2008,456,5,19,13,1,1,3,8,0,0,1989,12,7,7,2,0,0,4,0,0,1,3,0,11,28,0,23,3,3,2,25,2,2,0,-1,0,32.4,-1,26.4,63.5,0,7,0,1,0,0,1,0,1,0,0,1,1,2,2,4,2,2,7,0,4,0,-1,1,1,7,7,7,7,0,1,4,0,0,0,0,0,0,0,2,1,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0,2,2,1,22,3,4,2,8,5,1,1,7,0,0,3,4,2,0,1,5,1,0,3,0,0,0,0
2008,457,1,64,16,3,2,1,1,0,0,1944,5,0,0,1,3,27,2,0,0,0,2,0,1,51,51,20,0,1,5,-1,2,0,5,-1,0,63.5,69.7,-1,89.2,2,0,0,2,0,1,4,1,1,1,1,4,1,5,2,4,2,2,7,1,4,0,-1,1,7,7,7,7,7,0,6,6,0,0,0,0,0,0,0,8,2,2,2,1,1,3,0,0,0,0,0,0,0,2,0,0,0,4,3,1,28,3,5,2,1,2,0,0,7,0,0,1,4,1,0,1,0,0,998,3,0,0,0,0
2008,458,1,39,17,4,1,3,4,0,0,1969,1,0,0,2,1,27,3,0,0,0,2,0,11,74,74,25,25,1,1,40,2,1,1,40,1,83.7,83.7,-1,86,2,0,1,1,1,7,4,7,7,7,7,4,7,0,2,5,0,0,7,7,0,1,2,0,9,0,0,0,0,7,5,5,0,0,0,0,0,0,0,1,1,1,2,1,7,2,1,4,1,5,3,4,4,0,0,0,3,1,1,7,0,9,2,9,1,4,0,0,1,4,1,0,0,2,0,1,4,1,0,3,2,3,1,5
2008,459,1,31,16,3,2,1,1,0,0,1977,3,0,0,2,0,0,2,0,0,0,2,0,1,49,43,25,21,1,1,40,2,1,1,50,1,64.1,63.2,-1,-1,1,0,3,2,2,7,4,7,7,7,7,4,7,0,2,4,0,0,7,7,0,1,1,0,9,1,0,1,0,7,2,3,0,0,0,0,0,0,0,1,1,2,2,0,7,2,1,2,3,5,4,4,4,0,0,0,3,2,3,4,0,3,0,4,1,5,0,0,1,4,2,0,0,2,1,1,5,0,8,3,2,3,3,2
2008,460,1,44,18,4,1,1,1,0,0,1964,10,0,0,0,1,39,3,1,0,0,2,0,11,48,51,98,23,2,1,40,2,1,1,40,1,61.9,51.9,38.4,29.2,3,0,2,0,3,0,0,1,1,8,1,0,1,2,2,0,2,2,7,0,4,2,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,2,1,0,1,8,7,3,3,3,4,8,8,2,0,0,3,0,0,6,0,9,0,9,8,6,0,1,1,4,2,3,4,0,7,1,2,4,0,3,3,3,3,2
2008,461,3,47,12,1,2,1,1,0,0,1961,2,7,0,5,2,18,1,0,0,0,1,-1,4,37,0,98,98,3,1,32,2,1,0,-1,1,38,-1,-1,28.6,0,0,2,0,1,1,0,1,1,1,1,0,1,5,3,0,3,2,7,1,1,1,2,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,4,1,4,4,4,4,1,0,0,1,0,0,1,60,1,3,1,1,1,1,1,1,1,1,1,1,0,7,1,8,0,3,3,2,1,3,1
2008,462,1,36,13,1,2,1,1,0,0,1972,2,0,0,4,2,20,5,0,1,2,2,0,11,52,40,20,17,2,1,40,2,1,1,60,0,69.2,45.8,21.2,31.5,2,0,0,1,0,1,4,1,1,1,1,4,1,2,2,5,3,2,7,1,2,0,-1,1,1,7,7,7,7,0,1,4,0,0,0,0,0,0,0,1,2,1,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,2,4,4,0,3,5,4,1,2,0,1,7,0,0,1,8,2,0,1,5,0,6,3,0,0,0,0
2008,463,5,19,12,1,2,1,1,0,0,1989,5,7,7,1,0,0,4,0,0,1,3,0,11,28,0,25,0,1,2,30,2,0,0,-1,1,32.4,-1,83.9,50.7,0,7,2,0,1,1,0,1,1,0,0,0,1,5,1,0,2,1,7,1,1,4,0,1,1,0,0,1,1,1,5,6,0,0,0,0,0,0,0,3,2,2,3,1,0,2,7,4,1,4,4,4,4,2,0,0,2,0,0,1,70,2,4,1,1,1,1,1,1,4,2,1,1,0,7,1,4,0,1,3,3,2,2,2
2008,464,1,31,17,3,1,1,1,16,0,1977,5,0,0,5,2,27,4,2,0,0,2,0,11,33,31,21,18,3,1,43,2,1,1,40,1,50.5,39,-1,49.6,2,0,1,0,1,0,0,0,1,0,0,0,0,5,2,0,3,2,7,0,4,2,1,1,1,0,0,0,1,0,7,5,0,0,0,0,0,0,0,1,2,2,1,1,1,2,7,4,2,4,5,5,5,3,0,0,2,0,0,2,0,2,7,2,1,2,0,0,1,4,1,1,1,0,7,1,3,1,0,3,3,2,1,2
2008,465,1,51,9,0,1,1,1,0,0,1957,5,1,0,4,4,25,4,0,2,0,2,0,11,51,46,25,25,1,1,20,1,1,7,-1,1,63.5,38.4,-1,25.8,3,1,2,0,1,0,0,0,0,0,0,0,0,5,2,0,1,2,7,1,1,3,1,1,1,0,0,0,1,0,6,7,0,0,0,0,0,0,0,1,2,2,2,1,1,2,7,4,1,2,6,7,4,3,0,0,2,0,0,1,14,1,8,2,1,1,1,1,1,1,1,1,1,0,7,1,6,5,0,3,4,1,2,2
2008,466,3,37,9,1,1,1,1,0,0,1971,2,7,0,5,3,29,4,2,0,0,2,0,15,29,0,15,15,2,1,50,1,1,0,-1,1,31.4,-1,-1,37.3,0,7,1,1,2,7,4,7,7,7,7,3,7,0,1,4,0,0,7,7,0,5,3,0,9,0,0,0,1,7,4,4,0,0,0,0,0,0,0,1,1,2,1,0,7,2,0,3,1,1,5,6,3,0,0,0,2,1,3,2,0,2,2,2,1,4,1,0,1,4,3,0,0,2,0,-1,-1,-1,-1,0,2,2,3,2
2008,467,5,23,13,1,2,1,1,0,0,1985,3,7,7,5,1,20,5,1,1,0,3,0,11,40,0,18,4,3,7,-1,2,1,0,-1,2,30.7,-1,36.5,32.3,0,7,1,0,2,0,0,1,1,0,0,0,1,1,2,0,3,1,7,0,4,5,4,1,7,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,8,1,1,0,2,7,3,1,1,3,7,5,2,0,0,2,0,0,2,0,2,3,1,1,2,0,0,1,4,1,1,4,0,7,2,5,0,4,3,2,2,2,2
2008,468,1,56,16,3,1,1,1,3,0,1952,12,0,0,1,1,33,3,0,0,0,3,0,1,44,54,25,23,1,1,44,2,1,1,40,0,52.3,68.8,38.4,50.7,1,0,0,1,0,0,2,0,8,0,0,1,8,4,1,5,2,1,7,1,4,0,-1,2,1,7,7,7,7,0,5,5,2,1,2,1,1,3,2,2,2,2,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,3,3,1,22,3,7,1,1,1,0,0,7,0,0,1,1,2,0,1,3,4,0,3,0,0,0,0
2008,469,1,56,16,3,1,1,1,0,0,1952,6,1,0,5,2,36,5,0,0,2,3,0,11,66,63,25,25,1,1,40,2,1,1,40,1,89.2,74.9,38.4,80.3,2,0,3,0,1,0,0,0,1,0,0,0,1,5,2,0,1,1,0,0,4,2,1,1,1,0,0,1,1,1,6,6,2,1,1,1,2,3,3,1,2,1,0,1,1,2,7,3,2,2,5,5,4,3,4,2,0,0,0,1,41,3,7,1,1,1,1,1,1,1,1,1,1,0,7,1,5,50,0,3,2,3,2,2
2008,470,1,31,17,3,1,1,1,0,0,1977,9,0,0,1,0,0,2,0,0,0,2,0,1,66,64,22,19,2,1,70,2,1,1,45,1,80.3,78.5,38.4,38.2,1,0,3,0,2,0,0,1,1,0,0,0,1,4,2,0,3,1,0,1,1,1,4,2,1,0,0,1,0,0,4,5,1,1,1,1,1,3,2,1,2,2,0,8,1,1,7,3,3,4,4,4,4,3,3,3,0,0,0,1,50,3,3,2,1,4,0,1,1,4,1,1,1,0,7,1,5,22,0,3,2,3,3,2
2008,471,5,29,18,3,1,1,1,0,0,1979,2,7,7,2,0,0,1,0,0,0,1,-1,4,72,0,22,20,1,1,40,2,1,0,-1,0,93.3,-1,37.7,37.3,0,7,0,2,0,0,4,1,1,0,0,2,1,4,2,5,1,2,7,0,4,0,-1,1,0,7,7,7,7,0,4,5,2,2,1,1,2,2,2,1,2,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,4,2,1,60,1,8,1,1,3,0,0,7,0,0,1,1,2,1,3,2,4,0,3,0,0,0,0
2008,472,1,62,2,0,2,1,1,0,0,1946,6,0,0,13,2,30,4,1,0,0,3,0,11,22,30,15,0,3,7,-1,2,0,8,-1,0,28.4,35.1,-1,37.3,2,0,0,1,0,0,1,0,1,8,0,1,0,4,2,4,3,2,7,0,4,0,-1,1,7,7,7,7,7,0,3,6,2,2,2,2,1,1,2,2,1,2,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,2,4,1,60,1,0,2,0,2,1,1,7,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0
2008,473,3,52,6,0,2,1,1,0,0,1956,11,7,0,5,5,15,2,0,0,0,2,0,3,23,0,7,7,2,1,40,2,1,0,-1,0,37.6,-1,-1,29.2,0,0,0,1,0,0,4,1,1,0,0,2,1,4,3,4,3,2,7,0,4,0,-1,3,1,7,7,7,7,1,3,8,1,1,2,1,2,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,4,8,2,0,2,3,2,0,5,0,0,7,0,0,8,8,1,0,1,4,0,3,3,0,0,0,0
2008,474,1,64,16,3,2,3,6,5,16,1944,12,1,0,2,3,22,2,0,0,0,2,0,1,32,32,19,10,2,2,33,2,2,2,20,1,29.8,23.3,69.7,59.3,1,0,2,1,1,7,4,7,7,7,7,1,7,0,1,5,0,0,0,7,0,1,2,0,7,0,1,1,1,7,1,3,2,1,1,2,3,3,2,1,2,2,0,1,7,3,1,4,1,4,6,4,5,0,1,3,0,0,0,2,0,2,7,3,1,1,1,1,1,3,1,0,0,1,0,1,9,0,1,3,1,3,4,2
2008,475,2,76,14,2,2,1,1,0,0,1932,10,1,7,5,4,18,1,0,0,0,1,-1,4,46,0,98,0,1,5,-1,2,0,0,-1,0,38.4,-1,18.5,65.8,0,0,0,2,0,1,4,1,1,1,1,4,1,4,3,4,2,2,7,1,4,0,-1,3,7,7,7,7,7,1,3,8,2,2,2,1,3,3,8,1,1,1,0,1,1,3,1,0,0,0,0,0,0,8,0,0,0,1,4,1,22,3,0,2,8,3,0,0,7,0,0,1,8,1,0,0,0,0,4,3,0,0,0,0
2008,476,3,60,16,2,1,1,1,0,0,1948,9,7,0,1,2,25,1,0,0,0,1,-1,4,51,0,17,17,2,1,40,1,1,0,-1,1,63.5,-1,36.1,-1,0,0,3,3,2,7,2,7,7,7,7,2,7,0,3,4,0,0,0,7,0,3,2,0,9,0,0,1,0,7,5,6,2,1,1,1,2,3,3,1,2,2,0,1,7,2,0,4,2,4,4,5,4,0,3,2,0,0,0,1,28,3,2,2,1,4,1,0,1,4,1,0,0,2,0,1,5,30,0,3,3,3,3,2
2008,477,5,38,9,1,2,3,16,0,0,1970,3,7,7,6,2,23,3,1,1,0,1,-1,2,28,0,3,3,3,7,-1,2,2,0,-1,2,32.7,-1,-1,49.6,0,7,2,1,3,7,1,7,7,7,7,1,7,0,2,3,0,0,0,7,0,5,3,0,7,0,0,0,0,7,3,4,3,3,1,1,1,1,3,1,1,1,0,0,7,1,0,4,2,4,4,4,4,0,4,3,0,0,0,2,0,2,7,1,0,4,1,1,1,1,1,0,0,1,0,1,1,0,2,3,2,2,3,4
2008,478,5,33,13,1,1,3,16,0,0,1975,4,7,7,3,2,27,1,0,0,0,1,-1,4,29,0,14,13,2,2,30,2,2,0,-1,1,33.1,-1,-1,32.3,0,7,2,1,2,7,3,7,7,7,7,1,7,0,2,4,0,0,0,7,0,4,5,0,7,0,1,1,1,7,0,4,2,2,1,2,3,3,1,1,2,3,0,0,7,2,0,4,3,4,5,3,4,0,1,2,0,0,0,2,0,2,5,3,0,4,1,1,1,3,1,0,0,2,8,-1,-1,-1,-1,0,2,3,3,2
2008,479,1,73,16,3,1,1,1,3,0,1935,9,0,0,3,2,26,2,0,0,0,2,-1,1,49,0,98,0,1,5,-1,2,0,7,-1,1,64.1,-1,-1,37.3,1,0,2,0,2,1,0,1,1,1,1,0,1,4,1,0,3,1,1,0,4,1,3,2,7,0,0,0,0,1,5,4,2,2,3,1,2,3,3,2,2,2,0,1,1,2,7,4,1,4,4,4,4,2,2,2,0,0,0,1,22,3,1,2,0,3,1,0,1,3,2,2,2,0,7,0,1,998,0,3,3,2,2,1
