YEAR,ID,MARITAL,AGE,EDUC,DEGREE,SEX,RACE,RACECEN1,RACECEN2,RACECEN3,COHORT,ZODIAC,DIVORCE,WIDOWED,SIBS,CHILDS,AGEKDBRN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,HHTYPE1,PRESTG80,SPPRES80,INCOME06,RINCOM06,SATFIN,WRKSTAT,HRS1,WRKSLF,PARTFULL,SPWRKSTA,SPHRS1,DWELOWN,SEI,SPSEI,MASEI,PASEI,HAPMAR,EVSTRAY,DIVLAW,AGED,SPANKING,ABANY,ABDEFCTW,ABDEFECT,ABHLTH,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,MARHOMO,HAPPY,FATALISM,HEALTH,LIFE,LETDIE1,OWNGUN,HUNT,NEWS,TVHOURS,GETAHEAD,RICHWORK,RACDIF1,RACDIF2,RACDIF3,RACDIF4,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,AFFRMACT,WRKWAYUP,WORKWHTS,WORKBLKS,INTLWHTS,INTLBLKS,DISCAFF,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,REBORN,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,NUMWOMEN,NUMMEN,SEXORNT,FECHLD,FEPRESCH,FEFAM,MEOVRWRK
2008,1781,1,53,12,1,2,1,1,0,0,1955,5,1,0,5,3,19,2,0,0,0,2,0,1,55,27,10,10,2,1,33,2,1,8,-1,1,56.6,34.3,-1,32.8,1,0,1,0,1,0,0,1,1,0,0,0,1,5,1,0,3,2,7,1,2,5,5,1,1,1,1,0,1,1,1,6,0,0,0,0,0,0,0,2,2,2,1,0,1,2,7,8,1,4,6,5,3,1,0,0,1,0,0,1,60,1,8,1,1,1,1,1,0,1,1,1,1,0,7,1,5,0,2,3,4,1,1,1
2008,1782,1,67,11,0,2,1,1,0,0,1941,3,0,0,0,2,18,2,0,0,0,2,0,1,31,32,19,0,1,5,-1,2,0,2,80,0,27.5,33.3,-1,-1,2,0,0,3,0,0,4,1,1,0,0,1,8,2,1,5,2,2,7,1,2,0,-1,1,7,7,7,7,7,1,6,6,0,0,0,0,0,0,0,1,3,8,3,1,8,2,8,0,0,0,0,0,0,8,0,0,0,2,5,1,14,1,4,3,1,1,0,0,7,0,0,1,8,1,0,0,0,0,1,3,0,0,0,0
2008,1783,4,66,9,0,2,2,2,0,0,1942,4,7,0,2,4,20,2,1,0,0,1,-1,2,23,0,1,0,3,5,-1,1,0,0,-1,1,22.5,-1,-1,29.2,0,0,1,2,1,7,4,7,7,7,7,1,7,0,2,5,0,0,7,7,0,2,10,0,7,0,0,0,1,7,0,3,0,0,0,0,0,0,0,1,2,2,1,0,7,2,1,4,1,3,3,5,5,0,0,0,1,1,3,1,12,1,7,2,1,1,1,1,1,1,1,0,0,2,0,1,0,0,5,3,3,1,4,5
2008,1784,1,29,13,1,2,2,2,0,0,1979,3,0,0,7,2,27,4,2,0,0,2,0,11,49,54,18,2,2,7,-1,2,1,1,60,1,64.2,49.6,27.5,27.7,2,0,2,2,1,7,4,7,7,7,7,3,7,0,2,5,0,0,7,7,0,2,1,0,7,1,1,1,1,7,2,4,0,0,0,0,0,0,0,2,2,1,1,1,7,2,1,4,2,5,6,5,3,0,0,0,1,4,3,11,70,2,7,9,1,3,1,0,1,1,1,0,0,2,0,1,2,0,1,3,2,3,1,1
2008,1785,1,77,6,0,2,1,1,0,0,1931,11,0,0,6,5,19,2,0,0,0,2,0,1,0,40,11,0,2,7,-1,0,0,5,-1,0,-1,32.3,-1,24.2,1,0,0,1,0,0,1,0,0,0,0,1,0,5,1,4,4,1,7,1,4,0,-1,1,7,7,7,7,7,1,5,6,0,0,0,0,0,0,0,2,2,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,60,9,8,1,1,1,1,0,7,0,0,1,1,1,0,1,2,0,1,3,0,0,0,0
2008,1786,5,57,18,4,2,1,1,0,0,1951,11,7,7,1,0,0,1,0,0,0,1,-1,4,54,0,18,18,1,1,40,2,1,0,-1,1,71.6,-1,-1,37.3,0,7,1,1,2,7,4,7,7,7,7,4,7,0,2,4,0,0,7,7,0,2,3,0,9,0,0,0,0,7,1,4,0,0,0,0,0,0,0,2,2,2,2,0,7,2,0,3,1,4,4,5,5,0,0,0,2,2,3,2,0,2,2,1,1,1,0,0,1,4,1,0,0,1,0,0,0,0,5,3,2,3,2,2
2008,1787,5,19,11,0,2,2,2,0,0,1989,7,7,7,1,0,0,2,0,0,0,2,1,5,35,0,1,0,2,1,17,2,1,0,-1,0,33.1,-1,73.2,35.1,0,7,0,2,0,0,1,0,0,0,0,2,1,3,2,1,1,1,7,0,4,0,-1,1,0,7,7,7,7,0,3,8,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,0,0,0,0,0,0,3,0,0,0,5,2,1,18,1,0,2,1,2,1,1,7,0,0,1,1,2,0,1,1,0,1,3,0,0,0,0
2008,1788,5,57,19,3,1,1,1,0,0,1951,6,7,7,1,0,0,1,0,0,0,1,-1,4,64,0,20,18,2,3,-1,2,1,0,-1,0,78.5,-1,50.7,50.7,0,7,0,2,0,0,4,1,1,0,0,1,1,5,2,5,2,2,7,1,4,0,-1,1,1,7,7,7,7,0,4,6,0,0,0,0,0,0,0,1,2,1,1,8,1,3,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,2,3,1,1,1,0,0,7,0,0,1,1,2,1,0,0,9,0,3,0,0,0,0
2008,1789,2,67,12,1,1,2,2,0,0,1941,11,0,7,5,5,20,2,0,0,0,2,0,3,30,0,98,0,2,5,-1,2,0,0,-1,1,31.5,-1,65.8,37.3,0,7,2,1,1,7,1,7,7,7,7,1,7,0,2,4,0,0,7,7,0,2,5,0,7,1,0,1,1,7,0,4,0,0,0,0,0,0,0,1,1,2,1,1,7,2,1,3,2,7,4,4,4,0,0,0,2,5,1,1,14,1,1,2,1,1,0,1,1,1,1,0,0,2,1,-1,-1,-1,-1,0,3,2,2,2
2008,1790,5,65,8,0,1,2,2,0,0,1943,99,7,7,3,0,0,2,0,0,0,2,0,3,30,0,98,0,3,5,-1,2,0,0,-1,0,31.5,-1,22.5,73.9,0,7,0,1,0,0,4,1,1,0,0,1,1,5,3,5,4,2,7,1,1,0,-1,1,7,7,7,7,7,0,1,2,0,0,0,0,0,0,0,1,2,1,1,0,0,2,8,0,0,0,0,0,0,3,0,0,0,9,9,1,60,1,9,2,1,9,9,9,7,0,0,3,1,2,0,-1,-1,-1,-1,0,0,0,0,0
2008,1791,3,58,12,1,2,2,2,0,0,1950,2,7,0,4,3,20,1,0,0,0,1,-1,4,47,0,8,8,1,2,38,2,2,0,-1,1,31.2,-1,27.9,35.1,0,0,2,2,1,7,9,7,7,7,7,9,7,0,2,5,0,0,7,7,0,1,4,0,7,0,0,0,1,7,3,6,0,0,0,0,0,0,0,1,1,1,1,9,7,2,0,1,2,4,4,5,5,0,0,0,2,4,3,1,60,9,8,1,0,1,1,1,9,1,1,0,0,1,0,0,0,0,1,3,1,3,2,1
2008,1792,1,35,13,1,2,1,1,0,0,1973,8,1,0,2,1,26,3,0,1,0,2,0,11,65,30,19,15,3,1,40,2,1,1,40,1,76.4,28.2,38.4,31.3,2,0,2,0,3,0,0,1,1,0,0,0,1,3,2,0,2,2,7,0,4,3,2,1,1,0,1,0,1,1,0,4,0,0,0,0,0,0,0,1,2,1,1,1,1,2,7,3,1,4,4,4,4,2,0,0,3,0,0,2,0,2,7,1,1,2,0,0,1,4,1,1,4,0,7,1,5,0,3,3,2,3,3,2
2008,1793,1,29,11,0,2,2,2,0,0,1979,8,1,0,55,2,23,3,2,0,0,1,0,2,42,22,8,0,1,7,-1,2,2,1,50,2,29.3,28.4,-1,-1,1,0,1,1,1,7,1,7,7,7,7,1,7,0,1,1,0,0,7,7,0,4,5,0,7,1,0,1,1,7,1,4,0,0,0,0,0,0,0,1,1,3,1,0,7,1,1,1,1,3,5,4,4,0,0,0,4,2,1,1,14,1,2,1,1,3,1,1,1,1,1,0,0,2,1,1,6,0,8,3,1,3,3,4
2008,1794,5,24,13,0,2,2,2,0,0,1984,7,7,7,2,3,17,4,2,1,0,1,-1,2,42,0,2,2,3,7,-1,2,1,0,-1,0,29.3,-1,33.1,38.1,0,7,0,2,0,0,2,0,1,0,0,1,0,2,2,3,2,2,7,0,4,0,-1,1,7,7,7,7,7,1,1,4,0,0,0,0,0,0,0,2,1,2,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,2,1,11,70,2,2,9,1,2,1,0,7,0,0,1,1,2,0,2,3,0,3,3,0,0,0,0
2008,1795,5,30,10,1,1,1,1,0,0,1978,1,7,7,3,1,25,4,0,0,0,4,0,1,37,0,98,0,3,8,-1,2,0,0,-1,3,25.8,-1,38,69.2,0,7,1,1,1,7,4,7,7,7,7,1,7,0,2,5,0,0,7,7,0,5,1,0,7,1,0,0,1,7,1,4,0,0,0,0,0,0,0,2,2,3,1,1,7,2,1,8,1,5,5,4,4,0,0,0,4,4,2,1,14,1,0,2,1,5,0,1,1,1,4,0,0,1,1,-1,-1,-1,-1,0,3,3,3,5
2008,1796,1,56,12,1,2,1,1,0,0,1952,12,1,0,6,2,20,2,0,0,0,2,0,1,39,43,18,0,3,8,-1,2,0,8,-1,2,34.2,37.3,30.7,38,2,0,1,0,3,0,0,1,1,0,0,0,1,3,2,0,3,2,7,1,2,1,3,1,7,0,0,0,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,4,2,4,4,4,4,2,0,0,1,0,0,2,0,2,5,1,1,2,0,1,1,4,1,1,1,0,7,1,4,0,999,3,1,3,2,4
2008,1797,1,32,14,2,2,2,2,1,3,1976,12,1,0,7,3,19,5,0,3,0,2,0,11,31,35,17,0,2,4,-1,2,1,1,50,1,27.5,27.4,27.5,27.5,2,7,1,0,1,0,0,0,1,0,0,0,0,5,2,0,2,2,7,0,4,5,6,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,2,1,0,1,3,7,4,5,4,4,4,4,3,0,0,1,0,0,1,14,1,8,1,1,2,1,1,1,1,1,1,1,0,7,-1,-1,-1,-1,0,1,3,2,2
2008,1798,5,55,8,0,1,1,1,0,0,1953,3,7,7,5,0,0,1,0,0,0,1,-1,4,23,0,8,0,3,5,-1,2,0,0,-1,2,26.5,-1,-1,-1,0,7,1,0,1,0,0,0,1,0,0,0,8,4,2,0,3,2,7,0,4,5,0,3,7,1,0,1,0,1,7,1,0,0,0,0,0,0,0,1,1,1,1,8,1,2,7,1,5,5,3,4,5,3,0,0,2,0,0,4,0,3,0,4,1,6,0,0,1,4,1,3,4,0,7,0,0,3,0,3,2,2,2,5
2008,1799,5,24,11,0,1,1,1,0,0,1984,8,7,7,0,1,23,3,1,0,0,2,0,15,39,0,13,98,2,1,42,2,1,0,-1,1,34.2,-1,-1,35.1,0,7,2,0,1,0,0,0,0,0,0,0,0,5,2,0,1,2,7,1,1,2,2,3,1,0,8,0,0,1,5,6,0,0,0,0,0,0,0,2,2,2,1,1,0,2,7,8,1,2,3,4,4,1,0,0,3,0,0,2,0,2,4,2,1,2,1,1,1,8,2,1,1,0,7,1,6,6,0,3,3,2,2,5
2008,1800,1,34,12,1,2,1,1,0,0,1974,9,1,0,1,1,25,3,0,1,0,2,0,11,31,51,23,19,2,1,40,2,1,1,75,1,38.5,44.7,-1,-1,1,0,1,0,1,0,0,0,1,0,0,0,1,5,1,0,2,2,7,1,4,4,2,1,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,1,1,3,1,1,1,2,7,4,1,3,5,4,4,1,0,0,1,0,0,11,70,2,0,9,1,3,8,1,1,8,1,1,1,0,7,1,6,0,2,3,1,4,4,2
2008,1801,1,28,7,0,1,1,1,0,0,1980,9,0,0,0,3,18,5,1,2,0,2,0,11,41,24,15,0,2,3,-1,2,0,1,30,1,45.4,29.2,53.7,-1,2,1,2,2,2,7,3,7,7,7,7,1,7,0,2,4,0,0,7,7,0,5,4,0,7,0,0,1,1,7,2,4,0,0,0,0,0,0,0,1,1,2,1,1,7,2,1,3,2,5,3,5,5,0,0,0,3,2,1,1,14,1,3,2,1,1,1,1,1,4,1,0,0,2,1,1,4,3,0,3,2,3,2,2
2008,1802,1,61,14,1,1,1,1,0,0,1947,6,0,0,4,0,0,2,0,0,0,2,0,1,32,51,21,12,2,1,30,2,1,1,40,1,37.3,63.5,-1,97.2,2,0,3,1,3,7,4,7,7,7,7,3,7,0,2,5,0,0,7,7,0,1,4,0,9,0,0,0,0,7,2,4,0,0,0,0,0,0,0,2,1,1,1,8,7,3,1,3,3,4,4,4,4,0,0,0,3,3,4,4,0,3,2,4,1,3,0,0,1,3,1,0,0,2,0,1,4,3,0,3,3,2,3,4
2008,1803,1,44,11,0,1,1,1,0,0,1964,1,0,0,7,6,20,3,0,0,1,2,0,11,36,20,7,7,3,1,65,2,1,3,-1,2,43.3,21.2,26.7,52.5,2,1,2,1,1,7,4,7,7,7,7,2,7,0,2,5,0,0,7,7,0,2,2,0,9,0,0,0,1,7,2,4,0,0,0,0,0,0,0,1,2,1,2,1,7,2,0,4,1,3,3,3,3,0,0,0,1,4,4,1,60,1,0,2,1,2,1,1,1,4,4,0,0,2,1,1,4,4,0,3,2,3,3,2
2008,1804,2,54,9,0,2,1,1,0,0,1954,10,1,7,8,5,19,2,1,0,0,1,-1,2,35,0,9,9,3,1,43,2,1,0,-1,2,29.3,-1,26.5,26.5,0,0,1,2,2,7,3,7,7,7,7,1,7,0,3,4,0,0,7,7,0,4,6,0,9,1,0,0,1,7,0,3,0,0,0,0,0,0,0,1,2,2,1,0,7,2,1,4,1,2,7,7,7,0,0,0,1,4,4,2,0,2,1,2,0,1,1,1,1,3,2,0,0,1,0,0,0,0,3,3,2,3,3,2
2008,1805,1,48,11,0,1,1,1,0,0,1960,4,0,0,4,2,20,2,0,0,0,2,0,1,40,0,19,98,3,1,65,1,1,1,37,1,37.3,-1,-1,32.3,1,0,2,0,2,0,0,0,1,0,0,0,0,4,2,0,2,1,7,1,1,5,2,1,1,0,0,8,0,0,6,6,0,0,0,0,0,0,0,2,1,1,1,1,1,2,7,3,2,4,4,4,4,2,0,0,2,0,0,1,18,1,3,2,1,8,0,0,1,4,1,1,1,0,7,1,5,1,0,3,2,1,4,2
2008,1806,1,52,16,1,2,1,1,0,0,1956,1,1,1,5,1,23,2,0,0,0,2,0,1,33,62,19,16,2,1,40,2,1,4,-1,1,50.5,78,-1,63.5,1,1,3,2,1,7,4,7,7,7,7,1,7,0,1,2,0,0,7,7,0,1,3,0,9,0,0,0,1,7,4,6,0,0,0,0,0,0,0,1,1,3,1,1,7,2,1,4,1,3,3,5,5,0,0,0,3,3,1,11,70,2,1,9,1,2,0,1,1,4,1,0,0,2,0,1,6,0,4,3,2,2,2,1
2008,1807,3,41,12,1,1,1,1,0,0,1967,5,7,0,0,3,28,4,0,2,1,1,-1,2,40,0,18,18,2,1,55,2,1,0,-1,1,32.3,-1,-1,86.6,0,0,2,0,2,0,0,1,1,0,0,0,1,2,2,0,2,2,7,1,4,4,1,1,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,2,2,2,1,0,3,7,4,2,4,5,4,3,3,0,0,3,0,0,2,0,2,2,2,1,2,0,0,1,4,1,1,4,0,7,4,4,20,0,3,3,3,3,2
2008,1808,3,37,15,1,2,1,1,0,0,1971,12,7,0,7,3,22,5,1,1,1,2,1,15,60,0,18,18,3,1,43,2,1,0,-1,0,43.7,-1,30.7,-1,0,0,0,1,0,1,4,1,1,1,1,4,1,3,3,5,2,2,7,0,4,0,-1,2,1,7,7,7,7,1,1,3,1,1,2,1,3,3,8,8,2,2,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,2,4,2,0,2,3,3,1,5,0,1,7,0,0,1,4,2,0,1,2,999,999,3,0,0,0,0
2008,1809,5,20,12,1,1,1,1,0,0,1988,6,7,7,3,0,0,1,9,9,9,1,-1,4,39,0,19,12,1,1,80,2,1,0,-1,2,45.3,-1,73.2,48.5,0,7,1,0,3,0,0,0,1,0,0,0,1,5,1,0,1,1,1,0,4,5,1,1,1,0,0,0,1,0,3,4,1,1,1,1,3,2,3,2,1,2,0,1,1,2,7,4,1,2,3,4,4,2,2,4,0,0,0,1,60,1,5,1,1,1,1,1,1,1,1,1,1,0,7,8,6,999,0,3,4,3,3,4
2008,1810,2,89,16,3,2,2,2,0,0,1919,7,0,7,3,0,0,3,0,0,0,3,0,8,64,0,13,0,3,5,-1,2,0,0,-1,0,78.5,-1,-1,-1,0,1,0,2,0,0,4,1,0,0,0,4,0,5,2,4,3,1,7,1,4,0,-1,1,7,7,7,7,7,1,0,1,1,3,1,1,3,3,2,1,2,3,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,2,5,2,0,2,7,1,8,1,1,0,7,0,0,2,1,2,1,0,0,0,2,3,0,0,0,0
2008,1811,3,61,12,1,1,1,1,0,0,1947,8,7,0,4,1,36,1,0,0,0,1,-1,4,36,0,98,98,1,3,-1,1,2,0,-1,1,28.6,-1,38.4,31.5,0,0,3,0,2,0,0,1,1,0,0,0,1,3,2,0,2,1,1,1,1,4,1,1,1,0,0,1,0,1,3,5,8,8,8,8,8,3,3,8,8,1,0,1,0,2,7,3,2,4,4,4,4,2,3,2,0,0,0,4,0,3,0,4,8,5,0,0,1,4,2,3,4,0,7,1,8,60,0,3,1,2,2,2
2008,1812,2,67,12,1,2,1,1,0,0,1941,8,1,7,2,3,19,1,0,0,0,1,-1,4,57,0,15,0,2,5,-1,2,0,0,-1,1,50.7,-1,-1,37.3,0,0,3,0,8,0,0,1,1,0,0,0,1,4,2,0,3,1,0,1,4,2,4,3,7,0,0,0,0,1,0,4,1,2,1,1,2,2,3,2,2,2,0,0,1,2,7,4,4,3,3,7,7,3,4,4,0,0,0,1,60,1,7,1,1,2,1,1,1,1,1,1,1,0,7,0,0,0,3,3,2,3,2,4
2008,1813,5,37,9,1,2,3,16,0,0,1971,8,7,7,7,4,20,4,0,0,0,4,0,1,0,0,98,0,2,7,-1,0,0,0,-1,0,-1,-1,22.5,30,0,7,0,1,0,0,4,1,1,0,0,1,1,3,2,1,2,1,7,0,4,0,-1,1,7,7,7,7,7,0,3,8,3,2,3,3,3,2,3,1,2,3,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,2,3,2,0,2,0,0,7,0,0,1,1,1,0,1,4,0,4,3,0,0,0,0
2008,1814,1,34,12,1,1,1,1,0,0,1974,12,0,0,2,0,0,3,0,0,1,2,-1,11,59,60,16,16,3,1,40,2,1,2,98,2,73.3,60.5,32.4,31.5,1,0,2,0,1,0,0,1,1,1,0,0,1,1,2,0,1,1,1,1,4,5,0,2,1,0,1,0,0,0,1,1,1,1,2,1,3,3,3,1,2,2,0,1,1,3,7,4,1,4,4,4,4,3,3,3,0,0,0,1,60,3,7,1,1,6,0,0,1,4,1,3,4,0,7,1,3,4,0,3,1,2,3,5
2008,1815,2,63,14,2,2,1,1,0,0,1945,2,0,7,5,3,19,2,0,0,1,1,0,2,0,0,8,99,3,5,-1,2,0,0,-1,0,-1,-1,73.2,27.7,0,0,0,3,0,0,4,1,1,1,1,3,1,2,2,4,2,3,7,0,4,0,-1,3,7,7,7,7,7,0,1,5,3,1,1,1,3,3,3,1,2,2,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,14,1,0,2,1,1,1,1,7,0,0,1,3,1,1,0,0,0,3,3,0,0,0,0
2008,1816,5,35,13,1,1,1,1,0,0,1973,4,7,7,1,0,0,1,0,0,0,1,-1,4,31,0,16,16,2,1,45,1,1,0,-1,1,33.3,-1,65.8,39.4,0,7,2,2,2,7,4,7,7,7,7,1,7,0,1,4,0,0,1,7,0,2,7,0,9,0,0,1,0,7,3,4,1,1,1,2,3,2,3,1,1,3,0,1,7,2,1,4,2,2,2,3,3,0,4,3,0,0,0,1,14,1,4,2,1,4,0,0,1,4,1,0,0,2,1,5,3,22,0,3,2,3,3,2
2008,1817,1,26,4,0,1,3,16,0,0,1982,12,0,0,12,2,20,4,2,0,0,2,0,11,34,28,15,3,2,1,40,2,1,2,37,0,26.4,33.6,-1,73.3,2,7,0,3,0,0,1,8,0,0,0,1,0,4,2,5,2,1,7,0,4,0,-1,1,0,7,7,7,7,0,3,8,3,3,3,3,3,3,3,8,3,3,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,2,2,0,5,1,0,7,0,0,1,2,2,1,-1,-1,-1,-1,0,0,0,0,0
2008,1818,4,37,6,0,1,3,16,0,0,1971,11,7,0,3,0,0,1,0,0,0,1,-1,4,35,0,14,14,2,1,40,2,1,0,-1,1,29.2,-1,-1,37.3,0,7,2,0,2,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0,4,4,2,2,1,1,0,0,0,0,1,4,3,3,1,1,1,1,1,3,1,2,0,0,1,2,7,3,2,1,4,5,4,3,3,2,0,0,0,2,0,2,5,1,1,2,1,0,1,4,2,1,1,0,7,-1,-1,-1,-1,0,2,2,3,3
2008,1819,4,28,6,0,2,3,16,0,0,1980,3,7,0,2,2,18,3,0,2,0,1,0,2,44,0,20,14,2,2,41,2,1,0,-1,2,50.7,-1,33.1,-1,0,1,1,0,2,0,0,0,1,1,0,0,0,2,3,0,3,2,0,0,4,5,2,1,1,0,0,0,1,1,2,6,1,2,1,2,3,2,2,2,1,3,0,1,1,3,7,3,2,2,6,6,3,2,3,2,0,0,0,4,0,3,0,4,0,4,1,1,1,2,3,3,3,0,7,2,3,0,2,3,3,2,3,4
2008,1820,5,60,12,1,1,2,2,0,0,1948,6,7,7,1,1,98,1,0,0,0,1,-1,4,27,0,1,1,3,2,1,2,2,0,-1,1,34.3,-1,-1,37.3,0,7,3,0,2,0,0,0,1,0,0,0,0,3,2,0,2,1,1,0,4,3,2,2,0,1,1,1,0,0,0,2,2,1,1,1,3,3,2,1,2,3,0,0,1,2,7,2,1,6,5,4,5,1,3,1,0,0,0,1,21,2,5,1,1,2,0,0,0,3,1,1,1,0,7,-1,-1,-1,-1,0,2,2,3,2
2008,1821,5,45,12,1,1,2,2,0,0,1963,9,7,7,3,0,0,1,0,0,0,1,-1,4,42,0,14,14,3,2,26,2,2,0,-1,0,29.3,-1,33.1,-1,0,7,0,2,0,1,4,1,1,1,1,4,1,5,3,3,2,2,7,0,4,0,-1,3,1,7,7,7,7,1,1,4,1,1,2,1,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,4,1,13,0,9,3,9,1,2,0,1,7,0,0,1,3,3,1,1,1,1,0,3,0,0,0,0
2008,1822,3,63,12,1,1,1,1,0,0,1945,6,7,0,13,0,0,1,0,0,0,1,-1,4,40,0,14,0,3,5,-1,2,0,0,-1,1,45.8,-1,-1,37.3,0,0,2,0,4,0,0,0,0,0,0,0,0,5,2,0,2,2,1,0,4,4,3,1,7,0,0,0,0,1,3,6,1,1,3,2,3,3,1,1,2,1,0,1,1,2,7,3,2,7,7,3,4,2,3,2,0,0,0,1,60,1,7,1,1,2,1,1,0,1,1,1,1,0,7,3,3,20,0,3,2,1,2,3
2008,1823,2,99,16,3,2,2,2,0,0,9999,6,1,7,0,1,18,1,0,0,0,1,-1,4,66,0,16,0,2,5,-1,2,0,0,-1,1,80.3,-1,78.5,29.8,0,7,3,3,2,7,8,7,7,7,7,2,7,0,2,4,0,0,0,7,0,2,3,0,7,8,8,0,1,7,3,4,2,1,1,1,2,2,2,1,2,2,0,0,7,2,0,1,8,4,4,4,4,0,2,2,0,0,0,1,14,1,5,1,1,1,1,1,1,1,1,0,0,1,0,-1,-1,-1,-1,0,2,3,2,2
2008,1824,5,32,14,2,2,2,2,0,0,1976,12,7,7,7,4,18,5,1,3,0,1,0,2,51,0,12,0,2,1,40,2,1,0,-1,2,36.5,-1,27.7,-1,0,7,3,1,2,7,1,7,7,7,7,1,7,0,1,4,0,0,0,7,0,3,3,0,9,0,0,0,1,7,0,4,1,1,1,1,1,3,3,1,1,1,0,1,7,2,0,4,1,2,4,6,5,0,4,4,0,0,0,1,28,3,5,1,1,2,1,0,1,4,2,0,0,1,0,2,5,0,5,3,1,4,4,4
2008,1825,3,61,11,0,1,2,2,0,0,1947,10,7,1,5,3,20,1,0,0,0,1,-1,4,30,0,5,0,2,8,-1,2,0,0,-1,2,31.5,-1,-1,31.5,0,7,2,2,2,7,3,7,7,7,7,1,7,0,3,4,0,0,1,7,0,3,5,0,7,1,0,1,1,7,1,3,1,1,1,1,2,3,1,1,1,1,0,1,7,2,0,1,1,4,5,4,4,0,1,1,0,0,0,1,60,1,2,2,8,4,0,0,1,4,1,0,0,2,1,-1,-1,-1,-1,0,3,3,2,4
2008,1826,2,53,14,2,2,2,2,0,0,1955,10,0,7,10,2,18,1,0,0,0,1,-1,4,66,0,19,19,1,1,48,2,1,0,-1,1,73.2,-1,63.5,27.5,0,1,3,3,3,7,3,7,7,7,7,1,7,0,2,4,0,0,0,7,0,4,2,0,9,1,0,1,1,7,1,5,2,1,1,1,2,3,2,1,1,2,0,0,7,2,0,1,3,4,4,4,4,0,3,2,0,0,0,1,18,1,5,2,1,2,1,0,1,3,1,0,0,2,0,2,2,0,4,3,2,3,2,2
2008,1827,4,41,8,0,1,1,1,0,0,1967,12,7,0,5,4,21,1,0,0,0,1,-1,4,22,0,5,5,3,1,35,2,1,0,-1,0,28.4,-1,37.3,-1,0,1,0,1,0,0,4,1,1,0,1,1,1,5,3,3,2,2,7,0,1,0,-1,2,1,7,7,7,7,1,0,4,3,3,1,1,3,1,1,1,1,2,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,1,1,1,60,1,2,2,1,3,1,0,7,0,0,1,1,2,1,1,1,12,0,3,0,0,0,0
2008,1828,1,62,12,1,1,1,1,0,0,1946,3,0,1,4,5,20,2,0,0,0,2,0,1,54,51,20,0,1,5,-1,1,0,1,50,0,49.6,69.7,-1,37.3,1,0,0,3,0,0,1,8,8,0,0,1,8,5,2,5,4,1,7,1,4,0,-1,1,7,7,7,7,7,0,0,5,1,1,1,1,2,3,8,2,2,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,4,3,1,14,1,7,1,1,1,1,1,7,0,0,1,1,2,0,1,5,3,0,3,0,0,0,0
2008,1829,1,35,12,1,2,1,1,3,0,1973,6,1,0,1,1,28,3,0,1,0,2,0,11,51,34,19,12,2,1,36,2,1,1,50,0,63.5,28.4,17.1,65.8,1,7,0,1,0,0,1,0,0,0,0,1,0,5,1,5,1,2,7,0,4,0,-1,2,1,7,7,7,7,0,5,4,3,1,8,1,8,1,3,1,8,3,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,4,1,60,1,8,1,1,2,1,1,7,0,0,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0
2008,1830,1,35,12,1,2,3,16,0,0,1973,7,0,0,6,4,24,2,0,0,0,2,0,1,31,30,18,10,3,1,35,2,1,1,40,1,27.5,31.5,-1,36.4,2,0,3,0,3,0,0,1,1,0,0,0,1,5,1,0,2,2,0,0,4,3,3,1,1,0,0,0,0,0,3,4,1,1,1,1,1,3,3,3,1,3,0,1,1,2,7,3,2,5,5,4,4,1,2,1,0,0,0,1,18,1,0,2,1,5,0,1,1,4,1,1,1,0,7,1,1,0,0,3,2,2,2,2
